target_word,similar_words,similarity_count
bananier,bander,1
banc,"bancal, blanc",2
bancal,"banal, banc",2
bandage,banque,1
bande,"bander, bandé, bandeau",3
bandeau,"bande, bander",2
bander,"bande, bader, bandeau, barder, bonder",5
bandit,banquet,1
bandé,"bande, bondé",2
banlieue,"banque, bannière",2
bannir,"bonnir, banquier",2
bannière,banlieue,1
banque,"banquet, branque, banquette, barque, basque",5
banquet,"banque, banquette, baquet, bandit",4
banquette,"banquet, banque",2
banquier,"bander, bannir",2
baquet,"banquet, biquet",2
baraque,"barbaque, barque, baroque, barrage, barbare",5
baratin,"baron, barman",2
barbaque,"baraque, barque, barbaresque, barbe, barbiche",5
barbare,"barbarie, barbe, barre, barbiche, barrière",5
barbaresque,barbaque,1
barbarie,"barbare, barbe, barbiche, barre, baraque",5
barbe,"barber, barbu, barbelé, barbare, barre",5
barbelé,"barbe, barber, barré",3
barber,"barbe, barbier, barbelé, barder, barrer",5
barbiche,"barbare, barbe, barbarie, barbaque, barricade",5
barbier,"barber, barioler",2
barboter,"barder, barrer",2
barbouiller,bafouiller,1
barbu,"barbe, barreau",2
barder,"bavarder, bader, barber, barrer, bander",5
baril,bail,1
barioler,"bariolé, barber, barder, barrer, barbier",5
bariolé,"barioler, barré",2
barmaid,barman,1
barman,"barmaid, baratin, baryton",3
baromètre,barrière,1
baron,baratin,1
baroque,"barque, baraque, barbare, barbe, barre",5
barque,"baraque, baroque, barbaque, banque, basque",5
barrage,"barrette, barrière, barricade, baraque, barbe",5
barre,"barrer, barré, barreau, bagarre, barbare",5
barreau,"barre, barrer, barbu",3
barrer,"barre, bagarrer, barreau, barber, barder",5
barrette,"barre, barrière, barrage",3
barricade,"barricader, barrière, barrage, barbiche",4
barricader,barricade,1
barrière,"barre, barricade, barrette, barbare, barrage",5
barré,"barre, barbelé, bariolé",3
baryton,barman,1
bascule,"basculer, bastille, base, basse, bassine",5
basculer,"bascule, baser",2
base,"baser, basse, baise, baie, bave",5
baser,"base, baiser, blaser, bader, baver",5
basilique,basque,1
basque,"banque, barque, basilique, bassine",4
basse,"base, bassesse, baisse, brasse, baise",5
bassesse,"basse, bassine",2
bassin,bassine,1
bassine,"bassin, bassesse, base, basque, bastille",5
bastille,"bascule, bassine",2
bataille,"batailler, bataillon",2
batailler,"bataille, bataillon, batelier",3
bataillon,"bataille, batailler",2
batelier,"batailler, battoir",2
battant,battement,1
battement,battant,1
batterie,battue,1
battoir,batelier,1
battre,battue,1
battu,battue,1
battue,"battu, battre, batterie",3
baume,brume,1
bavard,"bavarder, buvard",2
bavarder,"bavard, barder, baver",3
bave,"baver, baveux, brave, baie, base",5
baver,"bave, braver, bader, baser, bavarder",5
baveux,bave,1
beau,"beauté, bedeau",2
beau-frère,beau-père,1
beau-père,beau-frère,1
beauté,beau,1
becqueter,becter,1
becter,becqueter,1
bedeau,beau,1
beige,"beigne, belge, berge",3
beigne,"beignet, beige",2
beignet,beigne,1
belge,"beige, berge",2
benne,bonne,1
berbère,"berge, bergerie, berline",3
berceau,bercer,1
bercer,"berceur, berceau, berger, berner",4
berceur,bercer,1
berge,"berger, bergerie, beige, belge, berbère",5
berger,"berge, bergerie, bercer, berner",4
bergerie,"berger, berge, berbère",3
berline,"berge, berbère",2
berner,"borner, bercer, berger",3
besace,besogne,1
besogne,"besogner, besogneux, besace",3
besogner,"besogne, besogneux",2
besogneux,"besogne, besogner",2
bestial,bestiau,1
bestiau,bestial,1
beurre,"beurrer, beurré, bourre",3
beurrer,"beurre, beurré, bourrer",3
beurré,"beurre, beurrer, bourré",3
bibiche,"biche, bible, biblique",3
bibine,"babine, bobine, biblique",3
bible,"bile, bille, biblique, bibiche",4
biblique,"bible, bibine, bibiche",3
biche,"bicher, bibiche, boche, bâche, bêche",5
bicher,"biche, bêcher, bûcher",3
bicoque,biche,1
bicorne,biche,1
bide,"bidet, bride, bile, bise, bite",5
bidet,bide,1
bidoche,"bide, bidule",2
bidon,bison,1
bidule,bidoche,1
bienfaisance,bienfaisant,1
bienfaisant,"bienfaisance, bienfait",2
bienfait,"bienfaisant, bientôt",2
bientôt,bienfait,1
bienveillance,bienveillant,1
bienveillant,bienveillance,1
bienvenu,bienvenue,1
bienvenue,bienvenu,1
biffeton,biffin,1
biffin,biffeton,1
bigler,biler,1
bignole,bagnole,1
bijou,bijoux,1
bijoux,bijou,1
bile,"biler, bille, bible, billet, bide",5
biler,"bile, bigler, bille",3
billard,braillard,1
bille,"billet, bile, bible, biler, balle",5
billet,"bille, billot, ballet, bile",4
billot,"billet, ballot",2
bique,"biquet, brique",2
biquet,"bique, briquet, baquet",3
biscotte,bistre,1
biscuit,bistrot,1
bise,"baise, brise, bide, bile, bite",5
bison,bidon,1
bistre,"bistro, bistrot, biscotte",3
bistro,"bistrot, bistre",2
bistrot,"bistro, bistre, biscuit",3
bite,"bide, bile, bise, bête",4
bizarre,bizarrerie,1
bizarrerie,bizarre,1
blague,"blaguer, bague, blanche",3
blaguer,blague,1
blaireau,blairer,1
blairer,blaireau,1
blanc,"blanche, blanchi, banc",3
blanche,"blanchi, blancheur, blanchir, blanc, branche",5
blancheur,"blanche, blanchisseur",2
blanchi,"blanchir, blanche, blanc",3
blanchir,"blanchi, blanche",2
blanchisseur,blancheur,1
blanchâtre,blanche,1
blaser,"blazer, baser",2
blasphème,blasphémer,1
blasphémer,blasphème,1
blaze,"blazer, blanche",2
blazer,"blaze, blaser",2
bled,bleu,1
blesser,"blessé, bleuir",2
blessure,bleuâtre,1
blessé,blesser,1
bleu,"bled, bleuir, bleuté",3
bleuir,"bleu, blesser",2
bleuter,bleuté,1
bleuté,"bleuter, bleu",2
bleuâtre,blessure,1
blinder,blindé,1
blindé,blinder,1
bloc,"blot, blocus, broc",3
blocage,"bocage, blouse",2
blockhaus,blocus,1
blocus,"bloc, blockhaus",2
blond,bond,1
blondeur,bloquer,1
bloquer,"bloqué, blondeur, blottir",3
bloqué,bloquer,1
blot,bloc,1
blottir,bloquer,1
blouse,"blouson, bouse, blocage",3
blouson,blouse,1
bluff,bluffer,1
bluffer,"bluff, bouffer",2
blâme,"blâmer, blême",2
blâmer,blâme,1
blême,blâme,1
bobine,"bibine, babine",2
bocage,blocage,1
boche,"bouche, broche, biche, bâche, bêche",5
boire,boiserie,1
bois,"boisé, boss, buis",3
boiserie,boire,1
boisson,buisson,1
boisé,"bois, brisé",2
boiter,"boiteux, botter, boitiller",3
boiteux,boiter,1
boitiller,boiter,1
bombarder,"bombardier, bomber",2
bombardier,bombarder,1
bombe,"bomber, bombé",2
bomber,"bombe, bombarder",2
bombé,bombe,1
bonasse,bonne,1
bonbon,bonbonne,1
bonbonne,"bonbon, bonne, bonhomie, bonhomme",4
bond,"bondé, bonder, bondir, blond, bord",5
bonder,"bondir, border, bouder, bond, bander",5
bondir,"bonder, bonnir, bond, bonheur, bonjour",5
bondé,"bond, bonté, bordé, bandé",4
bonheur,"bondir, bonnir, bonsoir",3
bonhomie,"bonhomme, bonbonne",2
bonhomme,"bonhomie, bonbonne",2
boniment,bonnet,1
bonjour,"bonder, bondir, bonnir",3
bonnard,bond,1
bonne,"bonnet, bonbonne, borne, benne, bonniche",5
bonnement,bonnet,1
bonnet,"bonne, bonnement, boniment",3
bonniche,bonne,1
bonnir,"bondir, bannir, bonheur, bonjour",4
bonsoir,"bonder, bonheur",2
bonté,"bondé, botté",2
bord,"bordé, bordel, border, bordée, bond",5
bordel,"border, bord",2
border,"bordel, borner, bonder, bouder, bord",5
bordure,"borne, borgne",2
bordé,"bordée, bord, borné, bondé, brodé",5
bordée,"bordé, bord",2
borgne,"borne, bordure",2
borne,"borner, borné, borgne, bonne, bordure",5
borner,"borne, border, berner",3
borné,"borne, bordé",2
bosquet,bouquet,1
boss,"bosse, bossu, bosser, bois",4
bosse,"bosser, boss, bossu, bosselé, brosse",5
bosseler,"bosser, bosselé",2
bosselé,"bosseler, bosse, bosser",3
bosser,"bosse, bosseler, brosser, bosselé, boss",5
bossu,"boss, bosse",2
botte,"botter, botté, boîte, butte",4
botter,"botte, boiter",2
botté,"botte, bonté",2
boubou,bouleau,1
bouc,"boue, boum, bout, boucan, bouche",5
boucan,"bouc, bourbon, bouffon, bouquin, bourdon",5
bouche,"boucher, bouché, bouchée, boucle, babouche",5
boucher,"bouche, boucherie, boucler, bouché, boudiner",5
boucherie,"boucher, bouche, bouchée",3
bouchon,"bouche, bouché, bouillon, bourgeon, boudin",5
bouché,"bouchée, bouche, bouclé, boucher, bouchon",5
bouchée,"bouché, bouche, boucherie, boue, bouge",5
boucle,"boucler, bouclé, boule, bouche, bouc",5
boucler,"boucle, bouclier, bouler, boucher, bouclé",5
bouclier,"boucler, boulier, bouder, bouger, bouffer",5
bouclé,"boucle, bouché, boucler, bouc",4
bouddhisme,bouddhiste,1
bouddhiste,bouddhisme,1
bouder,"boudeur, bouderie, bouger, bouler, bonder",5
bouderie,"bouder, bougie, bouillie, bougre, bourre",5
boudeur,"bouder, boudiner, bourrer, bougeoir, boucher",5
boudin,"boudiner, bourbon, bouchon, bouffon",4
boudiner,"boudin, bougonner, boutonner, bourdonner, boudeur",5
boudoir,"boutoir, boudiner, bouillir, bouger, bouler",5
boue,"bouc, boum, bout, bouge, boule",5
boueux,boue,1
bouffant,"bouillant, bougnat",2
bouffe,"bouffer, bouffi, bouffée, bouffir, bouffon",5
bouffer,"bouffe, bouffir, bouffi, bluffer, bouclier",5
bouffi,"bouffir, bouffe, bouffer, bouffon, bouffée",5
bouffir,"bouffi, bouffer, bouffe, bougeoir, bouillir",5
bouffon,"bouffe, bouffi, bouillon, bourgeon, boucan",5
bouffée,"bouffe, bouffi, boue, bouge, boule",5
bouge,"bouger, bougie, bougre, boue, boule",5
bougeoir,"bouffir, bouillir, bouder, bouler, boudeur",5
bouger,"bouge, bouder, bougre, bouler, bougonner",5
bougie,"bouge, bougre, bouderie, bouillie, bouchée",5
bougnat,"bout, boulet, boulot, bouffant, bouquet",5
bougnoule,boussole,1
bougon,"boulon, bouton, bouillon, bouquin, bourrin",5
bougonner,"boutonner, bourdonner, bouillonner, bouger, boudiner",5
bougre,"bouge, bougie, bouger, bourre, bouchée",5
bouillant,"bouillonnant, bouffant",2
bouille,"bouilli, bouillie, bouillir, bouillon, brouille",5
bouilli,"bouillie, bouillir, bouille, bouillon, bouffi",5
bouillie,"bouilli, bouillir, bouille, bouillon, bouillotte",5
bouillir,"bouilli, bouillie, bouille, bouilloire, bouillon",5
bouilloire,"bouillir, bouille",2
bouillon,"brouillon, bouille, bouilli, bouillie, bouillir",5
bouillonnant,"bouillonnement, bouillant, bourdonnant",3
bouillonnement,"bouillonnant, bourdonnement",2
bouillonner,"bâillonner, bougonner, boutonner, bourdonner",4
bouillotte,"bouille, bouillie, boulette",3
boulanger,"boulangerie, bouler, bouger, boulier, boudiner",5
boulangerie,boulanger,1
boule,"bouler, boulet, bouleau, boucle, boue",5
bouleau,"boule, bouler, boulet, boubou, bourru",5
bouler,"boule, boulet, boulier, boucler, bouleau",5
boulet,"boule, bouler, boulette, boulot, bouleau",5
boulette,"boulet, boule, bouillotte, bouderie",4
bouleversant,bouleversement,1
bouleversement,bouleversant,1
bouleverser,bouleversé,1
bouleversé,bouleverser,1
boulier,"bouclier, bouler, boulanger, bouquiner, bousiller",5
boulon,"boulot, bougon, bouton, bourgeon, bouquin",5
boulot,"boulon, boulet, bougnat, bouquet",4
boum,"bouc, boue, bout",3
bouquet,"bosquet, bout, boulot, bougnat",4
bouquin,"bouquiner, boucan, bougon, boulon, bourbon",5
bouquiner,"bouquin, boutiquier, bougonner, boutonner, boulier",5
bourbon,"bourdon, bouillon, boucan, boudin, bouquin",5
bourdon,"bourbon, bouillon, boucan, bouquin",4
bourdonnant,"bourdonnement, bouillonnant",2
bourdonnement,"bourdonnant, bouillonnement",2
bourdonner,"bougonner, boutonner, bouillonner, boudiner",4
bourgade,"bourrade, bourre, bourse, bourrée, bouge",5
bourgeois,"bourgeoisie, bourgeon",2
bourgeoisie,bourgeois,1
bourgeon,"bourgeois, bourrin, boulon, bouton, bouchon",5
bourrade,"bourgade, bourrasque, bourrique, bourse, bougre",5
bourrasque,"bourrique, bourrade",2
bourre,"bourrer, bourru, bourré, bourrée, bourreau",5
bourreau,"bourre, bourrer",2
bourrelet,boulet,1
bourrer,"bourre, bourreau, bourru, bourré, beurrer",5
bourrin,"bourre, bourru, bourré, bourgeon, boucan",5
bourrique,"bourrasque, bourre, bourrée, bourrade",4
bourru,"bourre, bourré, bourrer, bourrin, bourrée",5
bourré,"bourrée, bourre, bourru, bourrer, bourrin",5
bourrée,"bourré, bourre, bourru, bourrique, bourgade",5
bourse,"bouse, bourre, bourgade, bourrade, bouchée",5
boursoufler,"boursouflé, boursouflure, bousculer",3
boursouflure,boursoufler,1
boursouflé,boursoufler,1
bousculer,"bouler, boursoufler, boucher, bouclier",4
bouse,"bourse, blouse, boue, bouge, boule",5
bousiller,"bouille, bouler, boucler, boulier, bouclier",5
boussole,"bouse, boule, boucle, bouille, bougnoule",5
bout,"bouc, boue, boum, bouton, brut",5
boutanche,bouche,1
bouteille,"bouille, bouillie, boutique",3
boutique,"boutiquier, bouteille, bougie, bouille",4
boutiquier,"boutique, bouquiner",2
boutoir,"boudoir, bouton, boutonner, bouillir, bouder",5
bouton,"boutonné, boutoir, bougon, boulon, bout",5
boutonner,"boutonneux, boutonné, bougonner, bourdonner, bouillonner",5
boutonneux,boutonner,1
boutonné,"boutonner, bouton",2
bouée,"boue, bouge, boule, bouse, buée",5
boxe,"boxer, boxeur, boue",3
boxer,"boxe, boxeur",2
boxeur,"boxer, boxe",2
boîte,botte,1
bracelet,bravement,1
braguette,"baguette, branchette",2
braillard,"brouillard, billard, brancard, brassard",4
brailler,"briller, bramer, braver, braquer, brasier",5
braise,"brise, brasse, baise, branche, branque",5
brame,"bramer, brave, brume, branche, branque",5
bramer,"brame, braver, brimer, brailler, brancher",5
brancard,braillard,1
branchage,"branche, branchette, braquage",3
branche,"brancher, branchette, branchage, bronche, blanche",5
brancher,"branche, broncher, brandir, bramer, braver",5
branchette,"branche, brochette, branchage, braguette",4
brandir,"brancher, bramer, braver, braquer, brasier",5
branle,"branler, brassée, bravade",3
branler,branle,1
branque,"banque, braquage, brame, brave, braise",5
braquage,"branchage, branque, bravade",3
braquer,"briquer, brailler, brancher, brandir",4
bras,brasse,1
brasero,"brasser, bravo",2
brasier,"brasser, brailler, brancher, brandir",4
brassard,braillard,1
brasse,"brasser, brassée, braise, brasserie, basse",5
brasser,"brasse, brasserie, brasier, brosser, brasero",5
brasserie,"brasser, brasse, brassée",3
brassée,"brasse, brasserie, brame, brave, branle",5
bravade,"bravoure, brame, braise, branle, brasse",5
brave,"braver, bravo, brame, bave, bravoure",5
bravement,"brièvement, bracelet",2
braver,"brave, bramer, baver, brailler, brancher",5
bravo,"brave, brasero",2
bravoure,"brave, bravade, branque",3
bredouille,"bredouiller, brouille",2
bredouiller,"bredouille, brouiller",2
bribe,"bride, brise, bricole, brigade, brimade",5
bricolage,bricole,1
bricole,"bricoler, bricolage, bribe, bride, brise",5
bricoler,"bricole, brider, brimer, briser, briquer",5
bride,"brider, bridé, bridge, bribe, brise",5
brider,"bride, brimer, briser, broder, bricoler",5
bridge,"bride, bricole, brigade, brimade, brioche",5
bridé,"bride, brisé, brodé",3
brigade,"brimade, brigadier, bribe, brise, bridge",5
brigadier,"brigade, brider",2
brillamment,brillant,1
brillant,brillamment,1
briller,"brailler, bâiller, brouiller",3
brimade,"brigade, bribe, brise, bridge, brique",5
brimer,"brider, briser, bramer, bricoler",4
brin,"brio, burin, brun, bain",4
brio,brin,1
brioche,"broche, bribe, bride, brise, bridge",5
brique,"briquer, briquet, bique, bricole, brigade",5
briquer,"brique, briquet, braquer, bricoler",4
briquet,"brique, briquer, biquet, brisant",4
brisant,"bruissant, briquet",2
brise,"briser, brisé, braise, bribe, bride",5
briser,"brise, brider, brimer, baiser, bricoler",5
brisé,"brise, bridé, boisé",3
brièvement,bravement,1
broc,"broche, bloc",2
broche,"brochet, bronche, brioche, brochette, boche",5
brochet,"broche, brochette",2
brochette,"brochet, broche, branchette, brochure, bronchite",5
brochure,"brochette, bronche, bronchite",3
