target_word,similar_words,similarity_count,rule_types
altérer,alterner,1,Rule5b_Structural
aléatoire,altier,1,"Rule5a_Skeleton, Rule5b_Structural"
amadou,amadouer,1,Rule5b_Structural
amadouer,"amadou, amarrer, amasser, amandier, amateur",5,"Rule2-4_EditDistance, Rule5b_Structural"
amaigri,aigri,1,Rule5b_Structural
amande,"amante, amende, amandier, amazone",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
amandier,"amande, amarrer, amasser, amadouer, aimanter",5,"Rule2-4_EditDistance, Rule5b_Structural"
amant,"amante, aimant, amont, avant, aménité",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
amante,"amant, amande, aimanter, aimant, amont",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
amarre,"amarrer, amazone",2,Rule5b_Structural
amarrer,"amarre, amadouer, amandier, amateur",4,"Rule2-4_EditDistance, Rule5b_Structural"
amasser,"abaisser, amadouer, amandier, amateur",4,"Rule2-4_EditDistance, Rule5b_Structural"
amateur,"armateur, animateur, aviateur, ameuter, amadouer",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
amazone,"amande, amante, amarre",3,Rule5b_Structural
ambassade,ambassadeur,1,Rule5b_Structural
ambassadeur,ambassade,1,Rule5b_Structural
ambiance,"ambiant, ambulance, alliance, aisance",4,"Rule2-4_EditDistance, Rule5b_Structural"
ambiant,"ambiance, ambulant",2,Rule5b_Structural
ambition,"addition, audition, aviation",3,Rule2-4_EditDistance
ambre,"ambré, arbre",2,"Rule5a_Skeleton, Rule2-4_EditDistance"
ambré,ambre,1,"Rule5a_Skeleton, Rule2-4_EditDistance"
ambulance,"ambulant, ambulancier, ambiance",3,Rule5b_Structural
ambulancier,ambulance,1,Rule5b_Structural
ambulant,"ambulance, ambiant, amusant",3,Rule5b_Structural
amen,"amer, amende, arme",3,"Rule2-4_EditDistance, Rule5b_Structural"
amende,"amande, amen",2,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
amenuiser,ameuter,1,Rule5b_Structural
amer,"amen, aimer, armer, ameuter, arme",5,"Rule2-4_EditDistance, Rule5b_Structural"
ameuter,"amputer, amer, amenuiser, amateur",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
amiable,"aimable, amicale, admirable",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
amical,"amicale, amiral",2,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
amicale,"amical, amiable",2,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
amicalement,"accablement, admirablement, aimablement",3,"Rule2-4_EditDistance, Rule5b_Structural"
amidonner,"adonner, actionner",2,"Rule2-4_EditDistance, Rule5b_Structural"
amiral,amical,1,Rule2-4_EditDistance
amirauté,amorti,1,"Rule5a_Skeleton, Rule5b_Structural"
amnistie,armistice,1,Rule5b_Structural
amocher,"amorcer, amonceler, amour, amollir, amortir",5,"Rule2-4_EditDistance, Rule5b_Structural"
amollir,"amour, amocher, amorcer",3,"Rule2-4_EditDistance, Rule5b_Structural"
amonceler,"amorcer, amocher",2,Rule5b_Structural
amoncellement,actuellement,1,Rule5b_Structural
amont,"amant, amante, aimant, aménité",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
amorce,amorcer,1,Rule5b_Structural
amorcer,"amorce, amocher, amonceler, amour, amollir",5,"Rule2-4_EditDistance, Rule5b_Structural"
amorti,"amortir, amirauté",2,"Rule5a_Skeleton, Rule5b_Structural"
amortir,"amorti, assortir, amour, amocher",4,"Rule2-4_EditDistance, Rule5b_Structural"
amour,"amocher, amollir, amorcer, amortir",4,Rule5b_Structural
amoureusement,affreusement,1,Rule5b_Structural
ample,"ampleur, ampoule",2,"Rule5a_Skeleton, Rule5b_Structural"
amplement,"amusement, amèrement, armement",3,"Rule2-4_EditDistance, Rule5b_Structural"
ampleur,"ample, amputer",2,"Rule2-4_EditDistance, Rule5b_Structural"
amplitude,"aptitude, altitude",2,Rule5b_Structural
ampoule,ample,1,"Rule5a_Skeleton, Rule5b_Structural"
amputation,adaptation,1,Rule2-4_EditDistance
amputer,"ameuter, amputé, ampleur",3,"Rule2-4_EditDistance, Rule5b_Structural"
amputé,amputer,1,Rule5b_Structural
amusant,"amusement, ambulant",2,Rule5b_Structural
amusement,"amplement, amèrement, amusant, armement, autrement",5,"Rule2-4_EditDistance, Rule5b_Structural"
amuser,abuser,1,Rule2-4_EditDistance
amèrement,"amplement, amusement, autrement, avènement, armement",5,"Rule2-4_EditDistance, Rule5b_Structural"
amélioration,"accélération, admiration",2,"Rule2-4_EditDistance, Rule5b_Structural"
aménité,"amant, amont, amante, aimant",4,"Rule5a_Skeleton, Rule5b_Structural"
américain,africain,1,Rule5b_Structural
analogie,"analogue, anatomie, analyse, anarchie, anomalie",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
analogue,"analogie, analyse, andalou, anatomie",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
analyse,"analyser, analogie, analogue",3,Rule5b_Structural
analyser,analyse,1,Rule5b_Structural
anarchie,"anarchiste, analogie, anatomie, archive, archipel",5,"Rule2-4_EditDistance, Rule5b_Structural"
anarchiste,anarchie,1,Rule5b_Structural
anatomie,"anatomique, analogie, anarchie, analogue, atomique",5,"Rule2-4_EditDistance, Rule5b_Structural"
anatomique,"anatomie, atomique",2,Rule5b_Structural
ancre,"ancrer, antre",2,"Rule2-4_EditDistance, Rule5b_Structural"
ancrer,ancre,1,Rule5b_Structural
andalou,analogue,1,Rule5b_Structural
andouille,anguille,1,Rule5b_Structural
ange,"angle, anse, auge, aine",4,"Rule2-4_EditDistance, Rule5b_Structural"
angine,"angoisse, anguille",2,Rule5b_Structural
angle,"ange, aigle, anguille, agile",4,"Rule2-4_EditDistance, Rule5b_Structural"
angoissant,agonisant,1,Rule5b_Structural
angoisse,"angoisser, angoissé, angine, anguille, agoniser",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
angoisser,"angoisse, angoissé, agoniser",3,Rule5b_Structural
angoissé,"angoisse, angoisser",2,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
anguille,"aiguille, andouille, aiguiller, angle, anguleux",5,"Rule2-4_EditDistance, Rule5b_Structural"
anguleux,anguille,1,Rule2-4_EditDistance
animal,"animaux, anomalie",2,"Rule5a_Skeleton, Rule5b_Structural"
animateur,"amateur, armateur, aviateur, agitateur, animer",5,"Rule2-4_EditDistance, Rule5b_Structural"
animation,"aviation, agitation",2,"Rule2-4_EditDistance, Rule5b_Structural"
animaux,animal,1,Rule5b_Structural
animer,"aimer, animateur",2,Rule5b_Structural
animé,aimé,1,Rule5b_Structural
anis,"anus, avis, anse, aise, aisé",5,Rule2-4_EditDistance
anneau,agneau,1,Rule2-4_EditDistance
annexe,"annexer, annonce",2,Rule5b_Structural
annexer,"annexe, annoncer",2,Rule5b_Structural
anniversaire,adversaire,1,Rule5b_Structural
annonce,"annoncer, année, annexe",3,Rule5b_Structural
annoncer,"annonce, annexer, annuler",3,Rule5b_Structural
annuaire,annulaire,1,Rule5b_Structural
annulaire,"annuaire, annuler",2,"Rule5a_Skeleton, Rule5b_Structural"
annuler,"annulaire, annoncer",2,"Rule5a_Skeleton, Rule5b_Structural"
année,annonce,1,Rule5b_Structural
anomalie,"anormal, animal, analogie, anatomie",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
anonymat,anonyme,1,Rule5b_Structural
anonyme,anonymat,1,Rule5b_Structural
anormal,anomalie,1,Rule5b_Structural
anse,"ange, aise, anis, anus, aine",5,Rule2-4_EditDistance
antan,autant,1,Rule5b_Structural
antenne,"antienne, antre, antique",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
antibiotique,antipathique,1,Rule2-4_EditDistance
antichar,anticiper,1,Rule5b_Structural
anticipation,articulation,1,Rule2-4_EditDistance
anticiper,antichar,1,Rule5b_Structural
antienne,"antenne, antique, antilope, antipode",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
antilope,"antipode, antique, antienne",3,"Rule2-4_EditDistance, Rule5b_Structural"
antipathie,antipathique,1,Rule5b_Structural
antipathique,"antipathie, antibiotique",2,"Rule2-4_EditDistance, Rule5b_Structural"
antipode,"antilope, antique, antienne",3,"Rule2-4_EditDistance, Rule5b_Structural"
antiquaire,antique,1,Rule5b_Structural
antique,"antiquaire, astiquer, antienne, antilope, antipode",5,Rule5b_Structural
antisémite,antisémitisme,1,Rule5b_Structural
antisémitisme,antisémite,1,Rule5b_Structural
antre,"ancre, astre, autre, antenne, antique",5,"Rule2-4_EditDistance, Rule5b_Structural"
anus,"anis, abus, anse",3,Rule2-4_EditDistance
anxieusement,affreusement,1,Rule2-4_EditDistance
anéantissement,agrandissement,1,Rule2-4_EditDistance
apaisant,"apaisement, aspirant",2,"Rule2-4_EditDistance, Rule5b_Structural"
apaisement,"abaissement, apaisant",2,Rule5b_Structural
apaiser,abaisser,1,Rule5b_Structural
aparté,appart,1,Rule2-4_EditDistance
apeurer,"apeuré, asperger, a priori",3,"Rule5a_Skeleton, Rule5b_Structural"
apeuré,apeurer,1,Rule5b_Structural
apitoyer,apôtre,1,"Rule5a_Skeleton, Rule5b_Structural"
aplanir,"aplatir, alanguir",2,"Rule2-4_EditDistance, Rule5b_Structural"
aplati,aplatir,1,Rule5b_Structural
aplatir,"aplati, aplanir",2,"Rule2-4_EditDistance, Rule5b_Structural"
apostrophe,apostropher,1,Rule5b_Structural
apostropher,apostrophe,1,Rule5b_Structural
apparat,"appart, apparent, apport, appât, appoint",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
apparaître,"apporter, apprêter",2,"Rule5a_Skeleton, Rule5b_Structural"
appareil,"apparent, appel, apprenti",3,"Rule2-4_EditDistance, Rule5b_Structural"
appareillage,appareiller,1,Rule5b_Structural
appareiller,"appareillage, apparenter",2,Rule5b_Structural
apparemment,"appartement, apparent",2,"Rule2-4_EditDistance, Rule5b_Structural"
apparence,"apparent, apparenter, appartenance, apprendre, appendice",5,"Rule2-4_EditDistance, Rule5b_Structural"
apparent,"apparenter, apparence, apparemment, appareil, appart",5,"Rule2-4_EditDistance, Rule5b_Structural"
apparenter,"apparent, apparence, appareiller, appartenir, apporter",5,"Rule2-4_EditDistance, Rule5b_Structural"
apparition,appréciation,1,Rule5b_Structural
appart,"apparat, apport, apparent, aparté, appoint",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
appartement,"apparemment, apparent",2,"Rule2-4_EditDistance, Rule5b_Structural"
appartenance,apparence,1,Rule5b_Structural
appartenir,"apparenter, apporter",2,"Rule2-4_EditDistance, Rule5b_Structural"
appauvrir,applaudir,1,Rule2-4_EditDistance
appel,"appelé, appeler, appareil",3,"Rule5a_Skeleton, Rule5b_Structural"
appeler,"appel, appelé, apporter, apprêter",4,Rule5b_Structural
appellation,"application, approbation",2,Rule2-4_EditDistance
appelé,"appel, appeler",2,"Rule5a_Skeleton, Rule5b_Structural"
appendice,"apprendre, apparence",2,Rule2-4_EditDistance
appentis,"apprenti, apparent",2,Rule2-4_EditDistance
applaudir,appauvrir,1,Rule2-4_EditDistance
application,"appellation, approbation, appréciation",3,"Rule2-4_EditDistance, Rule5b_Structural"
appliquer,appliqué,1,Rule5b_Structural
appliqué,appliquer,1,Rule5b_Structural
appoint,"apparent, appât, appart, apparat, appétit",5,"Rule2-4_EditDistance, Rule5b_Structural"
apport,"apporter, appart, apparat, appétit, apparent",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
apporter,"apport, apposer, apprêter, avorter, apparenter",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
apposer,"apporter, apprêter, approcher, approuver",4,Rule5b_Structural
apprendre,"apparence, appendice",2,Rule2-4_EditDistance
apprenti,"apparent, appentis, appareil, argentin",4,"Rule5a_Skeleton, Rule2-4_EditDistance"
approbation,"appréciation, appellation, application",3,"Rule2-4_EditDistance, Rule5b_Structural"
approche,approcher,1,Rule5b_Structural
approcher,"approche, approuver, accrocher, approprier, apprécier",5,"Rule2-4_EditDistance, Rule5b_Structural"
approfondi,approfondir,1,Rule5b_Structural
approfondir,approfondi,1,Rule5b_Structural
approprier,"approprié, approcher, approuver, apprécier, apporter",5,Rule5b_Structural
approprié,approprier,1,Rule5b_Structural
approuver,"approcher, approprier, apprêter, apprécier, apposer",5,"Rule2-4_EditDistance, Rule5b_Structural"
approvisionnement,approvisionner,1,Rule5b_Structural
approvisionner,approvisionnement,1,Rule5b_Structural
appréciation,"approbation, application, apparition",3,Rule5b_Structural
apprécier,"approprier, approcher, apprêter, approuver",4,"Rule2-4_EditDistance, Rule5b_Structural"
apprêter,"apporter, arrêter, approcher, approuver, apprécier",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
appuyer,"appuyé, apporter, apprêter, approuver",4,Rule5b_Structural
appuyé,appuyer,1,Rule5b_Structural
appât,"apparat, appoint, appétit",3,Rule5b_Structural
appétit,"appât, appart, apport, apparat, appoint",5,"Rule2-4_EditDistance, Rule5b_Structural"
après,auprès,1,"Rule5a_Skeleton, Rule5b_Structural"
apte,acte,1,Rule2-4_EditDistance
aptitude,"altitude, attitude, amplitude",3,"Rule2-4_EditDistance, Rule5b_Structural"
apéritif,aspérité,1,Rule2-4_EditDistance
apôtre,apitoyer,1,"Rule5a_Skeleton, Rule5b_Structural"
aquatique,asiatique,1,Rule2-4_EditDistance
arabe,arbre,1,Rule2-4_EditDistance
arbitraire,"arbitre, abstraire",2,Rule5b_Structural
arbitre,"arbitraire, arbuste",2,"Rule2-4_EditDistance, Rule5b_Structural"
arborer,"aborder, absorber",2,"Rule2-4_EditDistance, Rule5b_Structural"
arbre,"ambre, arbuste, arabe",3,"Rule2-4_EditDistance, Rule5b_Structural"
arbuste,"arbre, arbitre",2,"Rule2-4_EditDistance, Rule5b_Structural"
arcade,"archive, archange",2,Rule5b_Structural
archange,"archaïque, arche, archive, arranger, arcade",5,"Rule2-4_EditDistance, Rule5b_Structural"
archaïque,"archevêque, archange",2,Rule5b_Structural
arche,"archer, archet, archange",3,Rule5b_Structural
archer,"arche, archet, arracher",3,"Rule2-4_EditDistance, Rule5b_Structural"
archet,"arche, archer",2,"Rule2-4_EditDistance, Rule5b_Structural"
archevêque,archaïque,1,Rule5b_Structural
archipel,"archive, anarchie",2,"Rule2-4_EditDistance, Rule5b_Structural"
architecte,architecture,1,Rule5b_Structural
architectural,architecture,1,Rule5b_Structural
architecture,"architectural, architecte",2,Rule5b_Structural
archive,"archipel, archange, anarchie, arcade",4,Rule5b_Structural
archéologie,archéologue,1,"Rule5a_Skeleton, Rule2-4_EditDistance"
archéologue,archéologie,1,"Rule5a_Skeleton, Rule2-4_EditDistance"
ardemment,"ardent, armement, avidement, amèrement, autrement",5,"Rule2-4_EditDistance, Rule5b_Structural"
ardent,"argent, ardemment",2,"Rule2-4_EditDistance, Rule5b_Structural"
argent,"argenté, argenter, argentin, agent, ardent",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
argenter,"argenterie, argent, argenté, arpenter, argentin",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
argenterie,argenter,1,"Rule5a_Skeleton, Rule5b_Structural"
argentin,"argent, argenté, argenter, argument, apprenti",5,"Rule2-4_EditDistance, Rule5b_Structural"
argenté,"argent, argenter, argentin, argument",4,"Rule5a_Skeleton, Rule5b_Structural"
argile,agile,1,Rule5b_Structural
arguer,"arquer, argenter, aérogare",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
argument,"argent, armement, argenté, agrément, argenter",5,"Rule2-4_EditDistance, Rule5b_Structural"
aride,"aide, acide, avide, aider",4,"Rule2-4_EditDistance, Rule5b_Structural"
aristocrate,"aristocratie, aristocratique",2,"Rule5a_Skeleton, Rule5b_Structural"
aristocratie,"aristocrate, aristocratique",2,"Rule5a_Skeleton, Rule5b_Structural"
aristocratique,"aristocratie, aristocrate",2,Rule5b_Structural
arithmétique,"athlétique, asthmatique",2,Rule5b_Structural
armateur,"amateur, armature, animateur, aviateur, adorateur",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
armature,"armateur, armure, armoire, amateur, armurier",5,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
arme,"armer, armé, armée, arôme, alarme",5,"Rule2-4_EditDistance, Rule5b_Structural"
armement,"ardemment, argument, amplement, amusement, amèrement",5,"Rule2-4_EditDistance, Rule5b_Structural"
armer,"arme, alarmer, amer, aimer, armurier",5,"Rule2-4_EditDistance, Rule5b_Structural"
armistice,amnistie,1,Rule5b_Structural
armoire,"armoirie, armure, armature, arme, armée",5,"Rule5a_Skeleton, Rule5b_Structural"
armoirie,"armoire, armurier, armure, armer",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
armure,"armurier, armature, armoire, armer, armoirie",5,"Rule5a_Skeleton, Rule5b_Structural"
armurier,"armure, armer, armoirie, arrimer, arriver",5,"Rule2-4_EditDistance, Rule5b_Structural"
armé,"armée, arme, aimé, aéré",4,"Rule2-4_EditDistance, Rule5b_Structural"
armée,"armé, arme, armer, armoire, arôme",5,"Rule2-4_EditDistance, Rule5b_Structural"
arpenter,"argenter, absenter",2,Rule2-4_EditDistance
arquer,arguer,1,Rule2-4_EditDistance
arrachement,"arrangement, attachement",2,Rule2-4_EditDistance
arracher,"arraché, archer, arranger, attacher, arrimer",5,"Rule2-4_EditDistance, Rule5b_Structural"
arraché,"arracher, arrivé, arrosé, arrêté, arriéré",5,"Rule2-4_EditDistance, Rule5b_Structural"
arrangement,arrachement,1,Rule2-4_EditDistance
arranger,"arracher, arrimer, arriver, arroser, arrêter",5,"Rule2-4_EditDistance, Rule5b_Structural"
arrimer,"arriver, arracher, arranger, armurier",4,"Rule2-4_EditDistance, Rule5b_Structural"
arrivage,"arrivant, arrivée, arrosage, arriver, arrière",5,"Rule2-4_EditDistance, Rule5b_Structural"
arrivant,"arrivage, arrogant, aberrant",3,Rule2-4_EditDistance
arriver,"arrimer, arrivé, arrivée, arrivage, arracher",5,"Rule2-4_EditDistance, Rule5b_Structural"
arrivé,"arrivée, arriver, arraché",3,"Rule5a_Skeleton, Rule5b_Structural"
arrivée,"arrivé, arriver, arrivage",3,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
arrière,"arriéré, arrivage",2,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
arrière-garde,arrière-salle,1,Rule2-4_EditDistance
arrière-grand-mère,arrière-grand-père,1,Rule2-4_EditDistance
arrière-grand-père,arrière-grand-mère,1,Rule2-4_EditDistance
arrière-plan,arrière-train,1,Rule5b_Structural
arrière-salle,arrière-garde,1,Rule2-4_EditDistance
arrière-train,arrière-plan,1,Rule5b_Structural
arriéré,"arrière, arrosé, arrêté, arraché",4,"Rule5a_Skeleton, Rule2-4_EditDistance, Rule5b_Structural"
arrogance,"arrogant, arrosage",2,Rule5b_Structural
arrogant,"arrogance, arrivant, aberrant",3,"Rule2-4_EditDistance, Rule5b_Structural"
arrondi,arrondir,1,Rule5b_Structural
arrondir,"arrondi, arrosoir, agrandir, arroser, arranger",5,"Rule2-4_EditDistance, Rule5b_Structural"
