target_word,similar_words,similarity_count
attelage,"atteler, attente, atteinte, attendre",4
atteler,"atterrer, attester, attabler, atelier, attelage",5
attenant,"attentat, attente, atteint, attentif, attirant",5
attendre,"atteindre, attendrir, attendu, attente, atterrer",5
attendrir,"attendre, atterrir, atteindre, atterrer",4
attendrissant,attendrissement,1
attendrissement,attendrissant,1
attendu,"attendre, attente",2
attentat,"attente, attentif, attenant, atteint, atteinte",5
attente,"attentat, atteinte, attentif, attendu, attendre",5
attentif,"attention, attente, attentat, attenant, atteint",5
attention,"attentif, attraction",2
attentivement,alternativement,1
atterrer,"atterrir, atteler, attester, attirer, attarder",5
atterrir,"atterrer, attendrir, atteler, attester, attirer",5
attester,"attrister, atteler, atterrer, attente, attiser",5
attifer,"attirer, attiser, atterrer, attester, attabler",5
attirail,"attirant, attrait",2
attirance,attirant,1
attirant,"attirance, attirail, attenant, aspirant, attachant",5
attirer,"attifer, attiser, atterrer, attarder, atterrir",5
attiser,"attifer, attirer, attrister, attester, atterrer",5
attitude,"altitude, aptitude, attaque, atteinte",4
attouchement,"attachement, accouchement, attroupement, atrocement",4
attraction,"abstraction, attribution, attention",3
attrait,"abstrait, attirail, attirant, attribut, attenant",5
attraper,"attrouper, attribuer, attriquer, attrister, attarder",5
attribuer,"attriquer, attribut, attrister, attraper, attrouper",5
attribut,"attribuer, attrait, atteint, attirant",4
attribution,attraction,1
attriquer,"attribuer, attrister, attaquer, astiquer, attraper",5
attrister,"attester, attribuer, attriquer, attiser, attraper",5
attroupement,"atrocement, attouchement, accouplement, abruptement",4
attrouper,"attraper, attribuer, attriquer, attrister, attaquer",5
atténuant,"attenant, attirant, attachant, attentat",4
atténuer,"atténué, attaquer, attribuer, attriquer, atteler",5
atténué,"atténuer, attaché, attardé",3
au-dedans,"au-devant, au-dehors, au-dessus",3
au-dehors,"au-dedans, au-dessus, au-dessous",3
au-dessous,"au-dessus, au-dehors",2
au-dessus,"au-dessous, au-dedans, au-dehors",3
au-devant,au-dedans,1
aubain,aubaine,1
aubaine,"aubain, aubépine, aube, auberge",4
aube,"auberge, auge, aubaine",3
auberge,"aubergiste, aube, aubaine",3
aubergiste,auberge,1
aubépine,aubaine,1
aucun,"aucune, aucuns",2
aucune,"aucun, aucuns",2
aucuns,"aucun, aucune",2
audace,"audience, audible",2
audacieux,astucieux,1
audible,"audience, audace",2
audience,"audible, audace",2
auditeur,"auteur, auditoire, aviateur",3
audition,"addition, ambition, adoption, aviation",4
auditoire,auditeur,1
auge,"aube, ange, auguste",3
augmentation,alimentation,1
augmenter,"alimenter, argenter, agrémenter",3
augure,augurer,1
augurer,"augure, aigreur, agréer, aigrir",4
auguste,auge,1
aumône,aumônier,1
aumônier,"aumône, amandier",2
auprès,après,1
auquel,auxquels,1
aura,azur,1
auréole,auréoler,1
auréoler,auréole,1
aussi,assis,1
aussitôt,assiette,1
austère,"adultère, astre",2
austérité,"autorité, aspérité",2
autant,antan,1
autel,autre,1
auteur,"autour, acteur, auditeur, autocar",4
authentique,automatique,1
auto,autour,1
autobus,autres,1
autocar,auteur,1
automate,"automatique, automne, autoroute, automnal, autonome",5
automatique,"automate, asthmatique, authentique",3
automnal,"automne, automate",2
automne,"automnal, automate, autonome, autonomie, autre",5
automobile,"automobiliste, autonomie",2
automobiliste,automobile,1
autonome,"autonomie, automne, automate, autoroute",4
autonomie,"autonome, automne, automobile, autoroute",4
autoriser,attrister,1
autorité,"austérité, autoroute, atrocité",3
autoroute,"automate, autorité, autonome, autonomie",4
autour,"auteur, auto",2
autre,"autres, antre, astre, autruche, autel",5
autrefois,autres,1
autrement,"accoutrement, amèrement, atrocement, armement, amusement",5
autres,"autre, autrefois, autobus",3
autruche,autre,1
auvent,"auvergnat, avant",2
auvergnat,auvent,1
auxquelles,auxquels,1
auxquels,"auxquelles, auquel",2
avachi,avachir,1
avachir,"avachi, avaler, avatar, avancer",4
aval,avaler,1
avalanche,"avance, avancée",2
avaler,"aval, avachir, avilir",3
avance,"avancer, avancé, avancée, avalanche, avantage",5
avancement,"agencement, avènement, agacement",3
avancer,"avance, avancé, avancée, avantager, avatar",5
avancé,"avancée, avance, avancer",3
avancée,"avancé, avance, avancer, avalanche, avantage",5
avant,"amant, auvent",2
avant-garde,avant-guerre,1
avant-guerre,avant-garde,1
avant-hier,avantager,1
avantage,"avantager, avantageux, avance, avancée",4
avantager,"avantage, avantageux, avant-hier, avancer, avatar",5
avantageux,"avantage, avantager",2
avare,avancée,1
avarice,"avarié, avancée",2
avarié,avarice,1
avatar,"avantager, avachir, avancer, aviateur",4
avec,aveu,1
avenant,"attenant, aveuglant",2
avenir,advenir,1
aventure,"aventurer, aventureux, aventurier, avenue, alentour",5
aventurer,"aventure, aventurier, aventureux, accentuer",4
aventureux,"aventure, aventurer, aventurier",3
aventurier,"aventurer, aventure, aventureux",3
avenue,"aventure, aveugle",2
averse,"adverse, aveugle",2
averti,avertir,1
avertir,"averti, avorter",2
avertissement,"aboutissement, ahurissement",2
aveu,avec,1
aveuglant,"aveuglement, aveuglément, avenant",3
aveugle,"aveugler, avenue, averse",3
aveuglement,"aveuglément, aveuglant",2
aveugler,aveugle,1
aveuglément,"aveuglement, aveuglant",2
aviateur,"amateur, armateur, agitateur, animateur, auditeur",5
aviation,"avion, agitation, animation, aviron, addition",5
avide,"aide, acide, aride, aider",4
avidement,"avènement, ardemment, aboiement",3
avidité,"aviné, avisé",2
avilir,avaler,1
aviné,"avisé, avion, avidité",3
avion,"aviron, aviation, aviné, aviso",4
aviron,"avion, aviation",2
avis,"aviso, avisé, aviser, anis, aise",5
aviser,"aviver, avis, aviateur",3
aviso,"avis, avisé, avion",3
avisé,"avis, aviso, aviné, aisé, avidité",5
aviver,"aviser, aviateur",2
avoir,avorter,1
avorter,"apporter, avertir, avoir",3
avènement,"avidement, avancement, amèrement",3
avérer,aérer,1
azur,aura,1
aérer,"avérer, armer",2
aérien,algérien,1
aérogare,"aéroplane, arguer",2
aéroplane,aérogare,1
aéré,"acéré, armé",2
aîné,aine,1
baba,baby,1
babine,"bibine, bobine, bambin",3
babiole,"barioler, bible",2
babouche,"babouchka, bouche, boucher, bouchée, barbiche",5
babouchka,babouche,1
baby,baba,1
bachelier,batelier,1
bader,"bander, barder, balader, baser, baver",5
badin,"bain, boudin, bedaine, bidon",4
baffe,"bouffe, bouffée, bouffi",3
bafouer,"bafoué, bafouiller",2
bafouille,"bafouiller, bouille, brouille, broutille, brouiller",5
bafouiller,"bafouille, barbouiller, brouiller, bafouer, bousiller",5
bafoué,bafouer,1
bagage,bagnole,1
bagarre,"bagarrer, barre, bigarré, bagne, bague",5
bagarrer,"bagarre, barrer, bavarder",3
bagnard,"baignade, brancard",2
bagne,"bague, beigne, bagarre, bande, bougon",5
bagnole,"bignole, bougnoule, bagage, bague, bagarre",5
bague,"blague, bagne, baguette, bagarre, bagnole",5
baguette,"braguette, banquette, bague, barrette, brouette",5
baie,"bail, bain, baise, base, bave",5
baignade,"baigner, baignoire, baigneur, brigade, bagnard",5
baigner,"baigneur, baignade, baignoire",3
baigneur,"baigner, baignade, baignoire, baiser, baisser",5
baignoire,"baigner, baignade, baigneur",3
bail,"baie, bain, baril, bile",4
bain,"baie, bail, badin, brin, banc",5
baise,"baiser, baisse, baisser, braise, baie",5
baiser,"baisser, baise, baliser, baser, baisse",5
baisse,"baisser, baise, basse, baiser, braise",5
baisser,"baisse, baiser, baise, baliser, bruisser",5
balade,"balader, baladeur, baleine, bolide, bled",5
balader,"balade, baladeur, balayer, bader, balancer",5
baladeur,"balader, balayeur, balade, balayer, balancer",5
balafre,"balle, balte, baleine",3
balance,"balancer, balancé, balancier, blanc, blanche",5
balancer,"balance, balancier, balancé, balader, balayer",5
balancier,"balancer, balance, bananier, balader, balayer",5
balancé,"balance, balancer, blanc",3
balançoire,"balancier, balancer",2
balayer,"balayeur, balader, balancer, baladeur, balancier",5
balayeur,"balayer, baladeur, balader, balancer, baliser",5
balbutier,"balancier, ballotter",2
balcon,"ballon, baluchon",2
baleine,"ballerine, balle, balte, balade, balafre",5
baliser,"baiser, baisser, baptiser, balancer, blaser",5
ballant,"ballast, brillant, branlant, bouillant",4
ballast,ballant,1
balle,"ballet, balte, bille, bulle, baleine",5
ballerine,baleine,1
ballet,"balle, ballot, billet, barillet, billot",5
ballon,"ballot, balcon, bâillon, baluchon, bouillon",5
ballot,"ballon, ballet, billot, billet",4
ballotter,balbutier,1
balte,"balle, balafre, balance, baleine, belote",5
baluchon,"bouchon, balcon, ballon",3
bambin,babine,1
bambou,"bombe, bombé",2
banal,"bancal, banane, banlieue",3
banane,"banal, bananier, benne, bonne, bénin",5
bananier,"banane, banquier, balancier, bannir, bander",5
banc,"bancal, blanc, bain",3
bancal,"banal, banc",2
bandage,banque,1
bande,"bander, bandé, bandeau, bader, bagne",5
bandeau,"bande, bander, bandé, bond, bondé",5
bander,"bande, bader, bandeau, barder, bonder",5
banderole,buanderie,1
bandit,banquet,1
bandé,"bande, bondé, bandeau, bond",4
banlieue,"banque, bannière, banal",3
bannir,"bannière, bonnir, bananier, banquier",4
bannière,"bannir, barrière, bananier, banlieue, bonnir",5
banque,"banquet, branque, banquette, barque, basque",5
banquet,"banque, banquette, baquet, banquier, branque",5
banquette,"banquet, banque, baguette, braguette",4
banquier,"banque, banquet, bananier, bander, baudrier",5
baptiser,"baiser, baliser, baisser, batelier",4
baquet,"banquet, biquet, bouquet, banque, barque",5
baraque,"barbaque, barque, baroque, braquer, branque",5
baraquement,brusquement,1
baratin,"baryton, baron, barman, breton",4
barbaque,"baraque, barque, barbaresque, barbare, baroque",5
barbare,"barbarie, barbe, barre, barbaque, barber",5
barbaresque,barbaque,1
barbarie,"barbare, barbaque, barbier, barbe, barber",5
barbe,"barber, barbu, barbelé, barbare, barre",5
barbelé,"barbe, barber, barré",3
barber,"barbe, barbier, barbelé, barder, barrer",5
barbiche,"bibiche, barbier, barbare, barbe, barbarie",5
barbier,"barber, barboter, barbare, barbarie, barbiche",5
barboter,"barber, barbier, barioler, barder, barrer",5
barbouiller,"bafouiller, brouiller, bredouiller",3
barbu,"barbe, barreau, bribe",3
barda,"bord, bordé, bordée, bride, bridé",5
barder,"bavarder, bader, barber, barrer, bander",5
baril,"bail, bariolé, brûlé",3
barillet,"ballet, billet, barioler, briller, bastille",5
barioler,"bariolé, barillet, bricoler, babiole, barboter",5
bariolé,"barioler, baril, barré, brûlé",4
barmaid,"barman, brimade",2
barman,"barmaid, baratin, baryton",3
baromètre,barrière,1
baron,"baratin, brin, brun, burin, borne",5
baroque,"barque, baraque, barbaque, brique, breloque",5
barque,"baraque, baroque, barbaque, banque, basque",5
barrage,"barrette, barrière, barricade, baraque, barbe",5
barre,"barrer, barré, barreau, bagarre, barbare",5
barreau,"barre, barrer, bourreau, barré, blaireau",5
barrer,"barre, bagarrer, barreau, barber, barder",5
barrette,"barre, burette, baguette, barrière, barrage",5
barricade,"barricader, barrière, barrage, barbiche",4
barricader,barricade,1
barrière,"barre, bannière, barrer, barricade, barrette",5
barré,"barre, barreau, beurré, bourré, barbelé",5
baryton,"baratin, breton, barman",3
bas-côté,"biscuit, boy-scout",2
basané,"bison, besoin",2
bascule,"basculer, bastille, base, basse, bassine",5
basculer,"bascule, bousculer, baser",3
base,"baser, basse, baise, baie, bave",5
baser,"base, baiser, blaser, bader, baver",5
basilique,"basque, biblique",2
basque,"banque, barque, basilique, baquet, bassine",5
basse,"base, bassesse, baisse, brasse, baise",5
bassesse,"basse, bassine",2
bassin,"bassine, boisson, buisson",3
bassine,"bassin, bassesse, base, basque, bastille",5
bastille,"bataille, bascule, bestiole, barillet, batailler",5
bataille,"batailler, bataillon, bastille, barillet, bouteille",5
batailler,"bataille, bataillon, brailler, boitiller, batelier",5
bataillon,"bataille, batailler",2
batelier,"bachelier, batterie, batailler, baliser, battoir",5
bath,béat,1
battant,battement,1
battement,"bêtement, battant, bravement",3
batterie,"battre, batteur, batelier, battue, battoir",5
batteur,"battoir, batterie, battre, botter",4
battoir,"batteur, battre, batterie, batelier, botter",5
battre,"battue, batterie, batteur, battoir, botter",5
battu,"battue, botte, botté, butte",4
battue,"battu, battre, batterie, botte, butte",5
baudrier,"barbier, banquier, bouderie, barioler, boudiner",5
baume,"brume, bague, brame",3
bavard,"bavarder, buvard",2
bavardage,bavarder,1
bavarder,"bavard, barder, bavardage, balader, baver",5
bave,"baver, baveux, brave, baie, base",5
baver,"bave, braver, bader, baser, bavarder",5
baveux,bave,1
bavure,"bravoure, baver, buveur",3
beau,"beauté, bedeau, bleu",3
beau-frère,"beau-père, bâfrer",2
beau-père,beau-frère,1
beauté,"beau, bleuté",2
becqueter,becter,1
becter,"becqueter, bercer",2
bedaine,"badin, boudin, bidon",3
bedeau,beau,1
beige,"beigne, belge, berge",3
beigne,"beignet, beige, bagne, bougon, béguin",5
beignet,"beigne, bougnat",2
belge,"beige, berge, blague",3
belote,"blot, balte, boulot, bleuté, boulet",5
benne,"bonne, banane, bénin",3
benêt,"bénit, béant, bonté",3
berbère,"barbare, berge, bergerie, berline, barber",5
bercail,bricole,1
berceau,"bercer, berceur, broc",3
bercer,"berceur, berceau, berger, berner, becter",5
berceur,"bercer, berceau",2
berge,"berger, bergerie, beige, belge, berbère",5
berger,"berge, bergerie, bercer, berner",4
bergerie,"berger, berge, broderie, berbère",4
berline,"berge, berbère",2
berlingot,berlinois,1
berlinois,berlingot,1
berner,"borner, bercer, berger, brunir",4
besace,besogne,1
besogne,"besogner, besogneux, besace",3
besogner,"besogne, besogneux",2
besogneux,"besogne, besogner",2
besoin,"bison, basané",2
bestial,"bestiau, bestiole",2
bestiau,"bestial, buste",2
bestiole,"bestial, bastille",2
beugler,bigler,1
beurre,"beurrer, beurré, bourre, barre, bourrée",5
beurrer,"beurre, beurré, bourrer, barrer, brrr",5
beurré,"beurre, beurrer, bourré, barré, bourrée",5
biais,baise,1
bibiche,"biche, barbiche, bible, biblique, babouche",5
bibine,"babine, bobine, biblique",3
bible,"bile, bille, biblique, biler, bibiche",5
biblique,"bible, basilique, bibine, bibiche",4
biche,"bicher, bibiche, boche, bâche, bêche",5
bicher,"biche, bêcher, bûcher, boucher, bêcheur",5
bicoque,biche,1
bicorne,"biscornu, biche",2
bide,"bidet, bride, bile, bise, bite",5
bidet,"bide, bride",2
bidoche,"brioche, bide, bidule",3
bidon,"bison, badin, boudin, bedaine",4
bidule,bidoche,1
bien,"bide, bile, bing, bise, bite",5
bien-être,bénitier,1
bienfaisance,"bienfaisant, bienséance",2
